,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
condor,0.01,8.009999999995776,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
conf,0.01,12.451007074130212,0.01,6.986488631493111,0.01,0.01,0.01,0.01,0.01,0.01,15.592504294358134
config,0.01,16.859888795069086,3.1042209464973367,14.272846500789552,16.01919280095519,0.01,0.01,0.01,0.01,0.01,34.79385095667291
configs,0.01,4.100738932099105,1.6536396052405296,4.2692489422141096,6.01637252043276,0.01,0.01,0.01,0.01,0.01,0.01
versioning,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.8678351071209323,1.1521648928680142
versioned,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5.00999999999432,0.01
conditionally,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999942597,0.01,0.01,1.0099999999944733,0.01
configured,0.01,2.0099999999924814,0.01,0.01,2.0099999999975164,0.01,0.01,0.01,0.01,0.01,0.01
conflict,0.01,1.009999999995345,0.01,0.01,0.01,0.01,0.01,2.6326295135838196,0.01,0.01,6.387370486405398
conform,0.01,0.01,0.01,2.9865212735508107,0.01,2.0334787264404834,0.01,0.01,0.01,0.01,0.01
versa,0.01,5.009999999981362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
confusion,0.01,0.01,0.01,1.173721563996621,0.01,0.01,0.01,0.01,0.01,0.8462784359853681,0.01
verify,0.01,0.01,0.01,14.015031841805614,6.833774580393565,0.01,0.01,0.01,6.504471613125253,0.01,1.6867219646544405
verifies,0.01,2.00999999998969,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
confirm,0.01,0.01,0.01,0.01,0.01,0.01,2.4908516855885363,0.01,0.01,1.529148314392317,0.01
condition,0.01,6.115796485548744,0.01,0.01,0.01,0.01,2.195582909629488,4.899988068868688,0.01,0.01,1.8286325359345308
concurrently,0.01,1.009999999995345,0.01,0.01,0.01,0.01,1.1706865910180861,0.01,0.01,0.01,1.8493134089729948
concurrent,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.8654144866545144,0.01,3.1545855133380822
compressor,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,10.00999999999513,0.01
compressordecompressor,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999957157,0.01
comprise,0.01,1.009999999995345,0.01,0.01,0.01,0.01,3.0099999999809026,0.01,0.01,0.01,0.01
compromise,0.01,0.01,0.01,0.01,0.01,0.01,8.00999999999213,0.01,0.01,0.01,0.01
computation,0.01,1.1383341882570737,0.01,7.425245521833888,0.01,0.01,2.9812662814841904,0.01,1.495154008404903,0.01,0.01
compute,0.01,7.9955686749029935,0.01,4.310630835328018,0.01,0.01,12.779639643132144,3.7530960335602677,0.01,0.01,15.211064813055492
computes,0.01,0.01,0.01,0.01,0.01,0.01,3.00999999999325,0.01,0.01,0.01,0.01
concat,0.01,1.0099999999852582,1.0099999999979365,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
concatenate,0.01,2.009999999984124,0.01,0.01,0.01,0.01,1.0099999999891114,0.01,0.01,0.01,0.01
concatenation,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999990449,0.01,0.01,0.01
vice,0.01,5.009999999981362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
conceptually,0.01,0.01,0.01,2.009999999983981,0.01,0.01,0.01,0.01,0.01,0.01,0.01
viable,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999992464,0.01,0.01,0.01,0.01
conclude,0.01,2.009999999992269,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999968672,0.01
versus,0.01,0.01,0.01,2.009999999990275,0.01,0.01,0.01,0.01,0.01,0.01,0.01
verifiable,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999885347,0.01,0.01,0.01,0.01
consecutive,0.01,2.009999999993192,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999998036,0.01,0.01
consensus,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999857416,1.4059199978111916,0.01,0.01,1.6140800021719324
consequence,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.009999999986889,0.01,0.01,0.01
vector,0.01,0.01,0.01,3.838331547644735,0.01,3.1816684523427288,0.01,0.01,0.01,0.01,0.01
contain,0.01,5.567686417269379,1.4918164041417525,1.4376111247402594,0.01,0.01,0.01,14.283403647680052,0.01,19.269482406147052,0.01
container,0.01,21.283633016364885,4.348895521135931,21.120519101217237,0.01,0.01,0.01,0.01,0.01,0.01,4.28695236126556
vast,0.01,0.01,0.01,2.0099999999920133,0.01,0.01,0.01,2.009999999996059,0.01,0.01,0.01
content,0.01,7.883839891146588,7.59869778936094,0.01,0.01,0.01,6.367889061832399,10.10504226868251,0.01,0.01,21.0945309889604
vary,0.01,2.009999999996184,0.01,0.01,0.01,0.01,1.0099999999914508,0.01,2.009999999996428,0.01,0.01
continue,0.01,6.608707004598832,0.01,3.80777855693392,0.01,0.01,11.329888774545788,9.23140350373124,0.01,0.01,5.072222160171922
contrary,0.01,0.01,3.0099999999957485,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
contrast,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999843274,1.0099999999884617,0.01,0.01,0.01
contrib,0.01,0.01,0.01,14.78615150531173,0.01,0.01,0.01,3.233848494673169,0.01,0.01,0.01
contribute,0.01,0.01,0.01,0.01,1.1174451362054656,0.01,11.982459363613838,1.5252560712946164,0.01,0.01,4.414839428867613
contribution,0.01,0.01,0.01,4.497800412621429,0.01,0.01,1.5221995873686094,0.01,0.01,0.01,0.01
various,0.01,12.835787000207146,0.01,33.66888551235423,10.25006578739387,0.01,0.01,2.8371940219096072,3.6017847813478823,0.01,12.866282896766068
controllable,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999992699,0.01,0.01,0.01,0.01
convenience,0.01,0.01,0.01,4.596524206782593,0.01,0.01,0.01,0.01,0.01,1.4234757931989277,0.01
consult,0.01,0.01,0.01,0.01,1.0099999999974136,0.01,0.01,0.01,0.01,1.0099999999963054,0.01
convention,0.01,0.01,2.0099999999976053,0.01,0.01,0.01,0.01,0.01,2.009999999997163,2.009999999996204,0.01
constructor,0.01,2.024670245492709,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.995329754494968,0.01
vectored,0.01,0.01,0.01,0.01,0.01,1.4552929479838994,5.564707052009433,0.01,0.01,0.01,0.01
consequently,0.01,0.01,0.01,1.1809916064305115,0.01,0.01,0.01,1.839008393536136,0.01,0.01,0.01
conservative,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999900726,0.01
verbose,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999993184,0.01
considerable,0.01,0.01,0.01,0.01,0.01,0.01,2.962830149623338,1.0571698503621636,0.01,0.01,0.01
considerably,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999986418,0.01
vendor,0.01,2.0099999999895632,1.0099999999983444,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999703604
consist,0.01,1.9163355993821125,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.1036644006076783
consistency,0.01,0.01,0.01,0.01,13.864945179473613,1.3119772061445134,0.01,6.564758233491591,0.01,0.01,1.2983193808752072
consistent,0.01,1.9101603691055116,0.01,6.055969521324613,4.144443372668225,0.01,0.01,0.01,0.01,0.01,6.929426736881682
consistently,0.01,0.01,0.01,0.01,1.4201168051580508,0.01,1.009999999978395,1.977363921756832,0.01,0.01,1.6325192730688207
consists,0.01,3.0726467885831656,0.01,6.630900420658613,0.01,0.01,0.01,0.01,0.01,4.326452790744918,0.01
console,0.01,0.01,0.01,0.01,0.01,22.0099999999942,2.0099999999893083,0.01,0.01,0.01,0.01
constant,0.01,4.446196530481932,0.01,0.01,0.01,0.01,5.495870223489559,2.0879332460106337,0.01,0.01,0.01
constrain,0.01,4.0099999999884,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
constraint,0.01,0.01,0.01,0.01,0.01,3.7168569103841698,0.01,0.01,0.01,2.3031430896040215,0.01
construction,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.810756256482747,0.01,4.209243743508907,0.01
dead,0.01,0.01,0.01,0.01,0.01,0.01,0.01,19.009999999994122,0.01,0.01,0.01
cancel,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999990277,4.009999999994882,0.01,0.01,0.01
wasb,0.01,0.01,0.01,0.01,71.00999999999527,0.01,0.01,0.01,0.01,0.01,0.01
amortize,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999951366,1.0099999999981626,0.01,0.01
analysis,0.01,0.01,0.01,0.01,0.01,0.01,9.448680622417756,4.064414539141526,0.01,0.01,3.516904838426689
analyze,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.4161616536260853,0.01,0.01,3.6038383463579082
analyzes,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999808253,0.01
ancestor,0.01,0.01,0.01,0.01,0.01,0.01,3.697475295980959,0.01,0.01,0.01,1.3225247040036832
andor,0.01,2.380191322312702,0.01,1.5659857992536612,1.6246088416226434,0.01,0.01,0.01,0.01,11.469214036793774,0.01
amenable,0.01,0.01,0.01,0.01,0.01,1.8072318366539528,1.2127681633358565,0.01,0.01,0.01,0.01
annotate,0.01,0.01,0.01,1.6613553836396944,0.01,0.01,2.35864461633709,0.01,0.01,0.01,0.01
announcement,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999894207
answer,0.01,0.01,0.01,0.01,0.01,0.01,2.6710865698422186,0.01,0.01,2.255732314506942,1.103181115635622
ant,0.01,0.01,0.01,1.2929497926229907,0.01,0.01,0.01,0.01,13.727050207366986,0.01,0.01
anybody,0.01,3.009999999994207,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
anymore,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999931237,1.0099999999902745
apachehadoop,0.01,1.0099999999898428,0.01,0.01,0.01,0.01,0.01,1.0099999999878566,0.01,0.01,0.01
annotation,0.01,0.01,0.01,5.009999999992261,0.01,1.009999999994747,0.01,0.01,0.01,0.01,0.01
alternatively,0.01,1.0099999999923612,0.01,0.01,0.01,0.01,0.01,2.0099999999846507,0.01,0.01,0.01
alternative,0.01,1.8122273633362385,0.01,22.721832126747163,0.01,0.01,0.01,0.01,0.01,0.01,5.495940509895055
alternate,0.01,0.01,2.2380317652156103,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.781968234758757
algorithm,0.01,15.48002899628911,0.01,0.01,0.01,0.01,47.740027837756095,0.01,0.01,0.01,1.8099431659337382
alias,0.01,0.01,0.01,4.405721376840618,0.01,0.01,0.01,0.01,0.01,18.614278623147065,0.01
align,0.01,0.01,0.01,0.01,0.01,0.01,2.6150529541382816,0.01,0.01,0.01,8.404947045848122
alive,0.01,6.169666463493329,0.01,0.01,0.01,0.01,2.8640234400039786,5.996310096487102,0.01,0.01,0.01
writer,0.01,0.01,4.066550826623193,0.01,0.01,0.01,0.01,5.583618349333723,0.01,0.01,14.379830824029815
aliyunoss,0.01,0.01,0.01,0.01,0.01,0.01,8.009999999994509,0.01,0.01,0.01,0.01
alleviate,0.01,0.01,0.01,2.009999999987338,0.01,0.01,0.01,0.01,0.01,0.01,0.01
allocate,0.01,30.042002177737135,0.01,0.01,0.01,8.163126498407278,4.168497390948195,13.34278125771336,0.01,2.3335926751799008,0.01
allocates,0.01,0.01,0.01,0.01,1.1011646911802535,2.1581486360968043,0.01,4.770686672688226,0.01,0.01,0.01
writen,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999987097
writables,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.0099999999971745,0.01
allows,0.01,0.01,2.3473604227122085,16.383604758923827,0.01,0.01,9.166718718185555,9.676633713402063,0.01,17.627274123680394,34.85840826307246
alot,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999873326,0.01,0.01,0.01
alpha,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999993137
alter,0.01,4.357951827902446,0.01,0.01,0.01,0.01,0.01,2.662048172090428,0.01,0.01,0.01
apart,0.01,1.0099999998671347,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009999999995249
writable,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,31.463492107643543,1.5565078923487874
apparent,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999995975
appear,0.01,6.842264535117215,0.01,0.01,0.01,0.01,0.01,0.01,1.593356067501338,2.932389467069114,4.671989930295656
argument,0.01,1.237280346447557,0.01,0.01,1.7927747704368275,0.01,0.01,0.01,0.01,8.406593623183063,4.6033512599192585
arise,0.01,1.0099999999922262,0.01,1.0099999999873388,0.01,0.01,0.01,0.01,0.01,0.01,0.01
arm,0.01,0.01,10.009999999996543,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
artifact,0.01,0.01,14.665271057447532,8.354728942540312,0.01,0.01,0.01,0.01,0.01,0.01,0.01
artificial,0.01,3.0099999999933473,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
arun,0.01,0.01,0.01,0.01,0.01,1.0099999999934068,1.009999999989325,0.01,0.01,0.01,0.01
asf,0.01,1.0099999999945495,1.3514486435845965,2.668551356405201,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ask,0.01,7.85795089368554,0.01,0.01,0.01,0.01,7.9326361913864245,5.278559507838974,0.01,0.01,5.970853407070193
asks,0.01,6.983125492969769,0.01,0.01,0.01,0.01,0.01,1.0368745070160401,0.01,0.01,0.01
worth,0.01,0.01,0.01,0.01,1.009999999994496,0.01,7.009999999986802,0.01,0.01,0.01,0.01
assertion,0.01,0.01,0.01,1.0099999999907048,0.01,1.009999999994747,0.01,0.01,0.01,0.01,0.01
asserts,0.01,2.0099999999942897,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
assign,0.01,24.6240741932716,0.01,0.01,0.01,0.01,12.151821619135378,0.01,0.01,2.2541041875773873,0.01
assignment,0.01,1.7778082625575897,0.01,0.01,0.01,6.242191737437584,0.01,0.01,0.01,0.01,0.01
assignmentcreate,0.01,0.01,0.01,0.01,0.01,9.009999999999176,0.01,0.01,0.01,0.01,0.01
area,0.01,1.0099999999942897,0.01,3.964824811162875,0.01,0.01,4.055175188816614,0.01,0.01,0.01,0.01
alert,0.01,1.0099999999946978,0.01,0.01,0.01,0.01,1.0099999999948615,0.01,0.01,0.01,0.01
archive,0.01,0.01,0.01,0.01,0.01,0.01,5.747974581637792,0.01,0.01,0.01,29.272025418352133
architecture,0.01,0.01,0.01,1.4783213004106432,0.01,3.171984929045884,11.39926581043814,1.9212277258708008,0.01,0.01,3.079200234213304
append,0.01,0.01,13.737994905766225,0.01,0.01,0.01,6.294903369877597,15.504305873759785,0.01,5.59176002550136,7.921035825079699
appendable,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999877656
appender,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999996525,0.01,0.01,0.01,0.01
appends,0.01,1.0452126689006165,8.97478733108413,0.01,0.01,0.01,1.0099999999945104,0.01,0.01,0.01,0.01
applicable,0.01,1.3988357336278014,0.01,0.01,0.01,0.01,3.4251152629609956,0.01,0.01,1.2060490033881348,0.01
applies,0.01,4.966288464348833,0.01,0.01,0.01,1.0099999999946963,0.01,1.053711535633717,0.01,0.01,0.01
apply,0.01,12.130907146539728,0.01,8.608797885636841,0.01,0.01,0.01,0.01,2.6645004384638358,0.01,2.635794529340742
appreciate,0.01,0.01,0.01,0.01,0.01,0.01,4.0099999999903835,0.01,0.01,0.01,0.01
approach,0.01,7.782918104149199,9.759641577141542,40.62638162722313,3.5013514889893362,0.01,2.585499110562375,6.906353550500064,0.01,1.3086919019137173,7.609162639498971
appropriate,0.01,8.32219748922349,0.01,10.370462273560209,0.01,1.653412669945617,0.01,0.01,0.01,5.049680495969537,7.654247071282672
appropriately,0.01,0.01,1.009999999992435,0.01,0.01,0.01,1.042408476771879,0.01,0.01,0.01,1.977591523212143
approximately,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999789784,0.01,0.01,0.01
wrapper,0.01,0.01,0.01,29.08707257269415,0.01,0.01,5.932927427287778,0.01,0.01,0.01,0.01
wrap,0.01,0.01,0.01,12.135943478718314,0.01,0.01,6.35550912658949,0.01,0.01,26.538547394679636,0.01
arch,0.01,0.01,4.907458023259436,0.01,0.01,0.01,1.1125419767320184,0.01,0.01,0.01,0.01
archival,0.01,0.01,0.01,0.01,0.01,0.01,7.009999999986924,0.01,0.01,0.01,0.01
assigns,0.01,2.0099999999964075,0.01,0.01,0.01,0.01,2.0099999999949247,0.01,0.01,0.01,0.01
al,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999950837
xerces,0.01,0.01,0.01,0.01,0.01,0.01,3.009999999993747,0.01,0.01,0.01,0.01
accomplish,0.01,0.01,0.01,1.1393092363046404,0.01,0.01,4.880690763682185,0.01,0.01,0.01,0.01
zip,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.66335963935553,1.3566403606357118
accordingly,0.01,0.01,0.01,1.4725208748861782,0.01,1.0099999999939842,2.5474791250952755,0.01,0.01,0.01,0.01
account,0.01,0.01,0.01,0.01,62.00999999998874,0.01,0.01,0.01,0.01,0.01,0.01
zhang,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999856255,0.01,0.01,0.01,0.01
accumulate,0.01,2.0099999999810554,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999848515
accomodate,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999939056,0.01,0.01,1.009999999994723,0.01
accumulates,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999931484,0.01,0.01,0.01,0.01
achieve,0.01,0.01,0.01,11.421125950972494,0.01,0.01,0.01,5.252128560043309,0.01,0.01,5.356745488967464
acl,0.01,6.411861726094044,0.01,25.26703400809992,0.01,2.3511042657936145,0.01,0.01,0.01,0.01,0.01
acls,0.01,6.009999999996874,0.01,11.009999999993761,0.01,0.01,0.01,0.01,0.01,0.01,0.01
acquire,0.01,2.926010301271328,3.009999999998837,2.166708696321197,0.01,0.01,2.808209172164015,0.01,0.01,2.13907183022371,0.01
acquires,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999995501,0.01,1.0099999999936151,0.01
act,0.01,1.6858905074659218,0.01,0.01,0.01,0.01,1.664524244641473,0.01,0.01,0.01,5.679585247869817
accumulation,0.01,0.01,0.01,0.01,0.01,1.4047543074609563,0.01,0.01,0.01,0.01,2.6152456925198124
accidentally,0.01,3.0099999999865052,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
accessor,0.01,0.01,0.01,3.009999999992303,0.01,0.01,0.01,0.01,0.01,0.01,0.01
accepts,0.01,0.01,0.01,0.01,0.01,0.01,3.239870480950466,0.01,1.7801295190411028,0.01,1.0099999999935856
abc,0.01,0.01,0.01,1.00999999999368,0.01,0.01,0.01,1.009999999994739,0.01,0.01,0.01
abfs,0.01,0.01,0.01,0.01,91.00999999999506,0.01,0.01,0.01,0.01,0.01,0.01
ability,0.01,17.030922272972642,0.01,31.661902128403973,0.01,0.01,12.091151309259299,7.106690348018446,0.01,7.159333941325561,0.01
able,0.01,32.64512629394336,0.01,42.452525705992386,5.909339007259187,0.01,21.578752825537276,11.802260311918172,1.4804476015848567,9.82864788631391,12.382900367430533
abort,0.01,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999991379,0.01,4.855520860884347,2.164479139104802
absence,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999981775,0.01,0.01,0.01,0.01
absolute,0.01,0.01,0.01,0.01,0.01,1.5107585665946939,0.01,0.01,0.01,2.509241433390013,0.01
znode,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999910834,0.01,0.01,0.01,0.01
abstractfilesystem,0.01,1.0099999999760774,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.009999999988186
abstraction,0.01,0.01,0.01,12.89560580351103,0.01,0.01,2.1243941964762922,0.01,0.01,0.01,0.01
abuse,0.01,4.009999999988091,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
ac,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,18.00999999999063
accelerate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999950635,0.01,0.01,1.0099999999908973
acceptance,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999858917,1.0099999999838394
accepted,0.01,0.01,0.01,2.050683830835936,0.01,0.01,4.875528554725006,1.1037876144016308,0.01,0.01,0.01
action,0.01,20.5783545625855,0.01,0.01,0.01,0.01,3.7665572697108907,0.01,0.01,0.01,6.68508816768836
activate,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,6.009999999992481
active,0.01,34.3427543188876,0.01,0.01,0.01,0.01,9.4827471895718,0.01,0.01,0.01,1.2044984915273569
actively,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999980604,0.01,1.0099999999941345
year,0.01,0.01,0.01,4.979104507738361,0.01,0.01,0.01,2.0408954922487936,0.01,0.01,0.01
advantageous,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999949545,1.0099999999981626,0.01,0.01
advice,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999985824
aes,0.01,0.01,18.009999999995664,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999935416,0.01
yahoo,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999991324,0.01,0.01,0.01,0.01
affinity,0.01,3.0099999999964067,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999663207
afford,0.01,0.01,0.01,1.0099999999881193,0.01,0.01,0.01,1.0099999999961666,0.01,0.01,0.01
afterclass,0.01,0.01,0.01,0.01,0.01,2.0099999999879774,0.01,0.01,0.01,0.01,0.01
xxxx,0.01,0.01,0.01,9.009999999995497,0.01,0.01,0.01,0.01,0.01,0.01,0.01
aggregate,0.01,1.0307516339332023,0.01,0.01,0.01,0.01,4.756464468086422,0.01,0.01,13.242783897965431,0.01
aggregation,0.01,0.01,0.01,0.01,0.01,3.0099999999959226,9.009999999993344,0.01,0.01,0.01,0.01
aggregator,0.01,0.01,0.01,0.01,0.01,0.01,1.2461768386325678,0.01,0.01,7.773823161357607,0.01
agnostic,0.01,0.01,0.01,0.01,0.01,2.009999999995826,1.009999999993421,0.01,0.01,0.01,0.01
ago,0.01,0.01,1.9242585616667214,0.01,0.01,0.01,0.01,1.0957414383173965,0.01,1.0099999999962546,0.01
agree,0.01,0.01,0.01,0.01,0.01,0.01,1.3703022790894315,2.0631712392199,0.01,0.01,1.5965264816689904
advanced,0.01,0.01,0.01,0.01,2.743243416694931,0.01,3.2767565832836483,0.01,0.01,0.01,0.01
wrong,0.01,3.5039189368716017,0.01,0.01,0.01,0.01,9.272597963138782,0.01,2.253483099973789,0.01,0.01
advance,0.01,2.009999999995827,0.01,0.01,0.01,0.01,3.0099999999966194,2.0099999999949545,0.01,0.01,0.01
adopt,0.01,0.01,0.01,8.502030536271484,0.01,0.01,0.01,1.51796946371368,0.01,0.01,0.01
activity,0.01,5.956593443010173,1.0099999999974372,0.01,0.01,0.01,1.0634065569722957,0.01,0.01,0.01,0.01
zero,0.01,0.01,0.01,0.01,0.01,2.7746314478388707,3.089747875574528,0.01,0.01,9.38592311488123,4.789697561689212
yield,0.01,0.01,0.01,0.01,0.01,0.01,1.1445327870697342,0.01,1.0099999999989682,0.8754672129207974,0.01
acyclic,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999991499
adapt,0.01,0.01,0.01,0.01,0.01,2.009999999994002,1.0099999999882925,0.01,0.01,0.01,0.01
addition,0.01,7.097301558814358,0.01,13.903110882049958,2.912390368382356,0.01,7.1386576605159755,0.01,5.998539530214737,0.01,0.01
additional,0.01,7.373543144879885,4.830533508275543,13.745519635741166,0.01,0.01,3.322624185274311,3.8676795345090778,0.01,6.891316358936197,14.038783632364062
additionally,0.01,4.537068030083992,0.01,2.8637281528384886,0.01,0.01,0.01,1.629203817055136,0.01,0.01,0.01
adjust,0.01,6.379074502021077,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.6409254979650671,0.01
yetus,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999880427,0.01,0.01,0.01
adls,0.01,0.01,18.65369165382917,0.01,5.3663083461609515,0.01,0.01,0.01,0.01,0.01,0.01
administration,0.01,2.711444061786853,0.01,1.3085559382022058,0.01,0.01,0.01,0.01,0.01,0.01,0.01
administrative,0.01,3.459374050788103,0.01,0.01,0.01,0.01,0.01,0.01,2.5606259492073224,0.01,2.0099999999945126
administrator,0.01,11.693839851088942,0.01,0.01,0.01,23.32616014889866,0.01,0.01,0.01,0.01,0.01
admins,0.01,0.01,0.01,0.01,1.0099999999968268,0.01,1.0099999999867189,0.01,0.01,0.01,1.009999999990485
adoption,0.01,0.01,0.01,2.0099999999932843,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999945564
warning,0.01,1.3122798223899175,0.01,1.7077201775828206,0.01,0.01,0.01,0.01,0.01,0.01,0.01
assist,0.01,2.0099999999965408,0.01,0.01,0.01,0.01,1.0099999999950378,0.01,0.01,0.01,0.01
workload,0.01,0.01,0.01,0.01,18.82886365122493,0.01,5.191136348762239,0.01,0.01,0.01,0.01
bob,0.01,4.009999999996717,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
bonus,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.0099999999944695
boolean,0.01,0.01,0.01,0.01,10.88440155200604,0.01,0.01,6.1355984479775065,0.01,0.01,0.01
bootstrap,0.01,0.01,0.01,0.01,0.01,0.01,4.009999999956679,0.01,0.01,0.01,0.01
borrow,0.01,0.01,0.01,2.0099999999923748,0.01,0.01,0.01,0.01,0.01,0.01,0.01
bottle,0.01,0.01,0.01,0.01,0.01,0.01,3.0099999999906126,0.01,0.01,0.01,0.01
bloom,0.01,0.01,0.01,0.01,0.01,3.0099999999803346,0.01,0.01,0.01,0.01,0.01
bottleneck,0.01,0.01,0.01,0.01,0.01,0.01,2.4950696299056427,4.524930370081112,0.01,0.01,0.01
bound,0.01,4.8359713391993715,0.01,0.01,0.01,0.01,1.0099999999939824,6.061845569090491,0.01,5.132183091696721,0.01
boundary,0.01,2.0099999999949567,0.01,0.01,0.01,0.01,0.01,0.01,3.4313573180035335,1.5886426819914807,0.01
brain,0.01,3.00999999998932,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
branch,0.01,0.01,35.44682744001115,0.01,0.01,21.19901479710915,1.3841577628620525,0.01,0.01,0.01,0.01
branching,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0099999999937657,0.01,0.01,1.0099999999937679
brand,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2.009999999980333,0.01,0.01,2.0099999999935756
bouncy,0.01,0.01,0.01,1.0099999999935805,0.01,0.01,0.01,4.009999999996388,0.01,0.01,0.01
